url,comment,year,photographer,number,road,suburb,lat,lon
http://purl.slwa.wa.gov.au/slwa_b1763478_1,"Federal Hotel, 179 Wellington Street, Perth, ca.1905",1905,,179,WELLINGTON STREET,PERTH,-31.951837,115.859879
http://purl.slwa.wa.gov.au/slwa_b1763521_1,"006207PD: Supreme Court Building, Perth. Sign reads: Dogs not allowed in the garden, ca.1905",1905,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1764206_1,"Supreme Court building, Perth, 1907",1907,"Rome, E. G.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1764270_1,"009690PD: Perth Public Hospital, Murray Street, 1906",1906,"Rome, E. G.",10,MURRAY STREET,PERTH,-31.954227,115.865781
http://purl.slwa.wa.gov.au/slwa_b1764898_1,"Tram track cleaner, Perth, ca.1905",1905,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1774430_1,"009804PD: St. Andrew's Presbyterian Church, Perth, ca. 1908",1908,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1775050_1,"State Treasury building and General Post Office, St. George's Terrace, Perth, 1907",1907,"Rome, E. G.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b1775055_1,"009950PD: Surrey Chambers, ca. 1907",1907,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1775276_1,"The Chinese Arch, St. George's Terrace Perth, July 1901",1901,,,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b1775493_1,"Supreme Court building, Perth, ca.1905",1905,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1851997_001,"022348PD: An illustrated poem about golf. The heading reads Archery: the Right Honorable the Earl of Minto, ca. 1900",1900,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1889247_1,"325436PD: Hay Street, Perth, 16 January 1981",1981,"Stevenson, Kinder & Scott Corporate Photography.",,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b1889331_1,"325435PD: Cinema City, Perth, 16 January 1981",1981,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1889894_1,"322282PD: Home unit interior, Perth, 1981",1981,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1889901_1,"322281PD: Home unit, exterior, Perth, 1981",1981,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1890806_1,"323974PD: Town and Country Building Society offices cnr St. George's Tce and Barrack St, Perth, 14 March 1986",1986,"Stevenson, Kinder & Scott Corporate Photography.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b1890843_1,"323975PD: Broadlands Centre, corner Hay and Pier Streets, Perth, 14 March 1986",1986,"Stevenson, Kinder & Scott Corporate Photography.",,PIER STREET,PERTH,-31.952429,115.862878
http://purl.slwa.wa.gov.au/slwa_b1891287_1,"323339PD: Kimberley House, Barrack Street, Perth, 11 October 1984",1984,"Stevenson, Kinder & Scott Corporate Photography.",,BARRACK STREET,PERTH,-31.955371,115.859669
http://purl.slwa.wa.gov.au/slwa_b1897519_1,"343276PD: Allan Green Plant Conservatory, The Esplanade, Perth, 20 June 1985",1985,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1897522_1,"348314PD: South east corner of Hay and Irwin Streets intersection, Perth, 18 March 1987",1987,"Stevenson, Kinder & Scott Corporate Photography.",,IRWIN STREET,PERTH,-31.955980,115.863582
http://purl.slwa.wa.gov.au/slwa_b1897543_1,"323391PD: A crane swings a concrete formwork slab to the top of Wesfarmers House, Perth, 2 November 1984",1984,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1897546_1,"323390PD: Construction workers watching a concrete formwork being lifted into position on Wesfarmers House, Perth, 2 November 1984",1984,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1897582_1,"323340PD: Austmark Centre, 15-17 William Street, Perth, 11 October 1984",1984,"Stevenson, Kinder & Scott Corporate Photography.",17,WILLIAM STREET,PERTH,-31.955224,115.855751
http://purl.slwa.wa.gov.au/slwa_b1897599_1,"340124PD: Atrium staircase in the Alexander Library Building, Perth, 1985",1985,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1897610_1,"323940PD: St. George's Terrace, Perth, from Council House looking west, 14 February 1986",1986,"Stevenson, Kinder & Scott Corporate Photography.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b1897616_1,"324249PD: Southern side of office buildings backing onto Mounts Bay Road, Perth, 7 October 1986. The taller buildings L-R: Forrest Centre, Capita Building, Parmelia Hotel (at far left foreground)",1986,"Stevenson, Kinder & Scott Corporate Photography.",,MOUNTS BAY ROAD,PERTH,-31.954810,115.848279
http://purl.slwa.wa.gov.au/slwa_b1897620_1,"324248PD: Southern facade of the Forrest Centre and the Capita Building and surrounding buildings, Perth, 7 October 1986",1986,"Stevenson, Kinder & Scott Corporate Photography.",,FORREST PLACE,PERTH,-31.952311,115.859617
http://purl.slwa.wa.gov.au/slwa_b1897625_1,"324372PD: Sculptors Joan Walsh-Smith and Charles Smith with their bronze relief Pioneers in the foyer of the Forrest Centre, St. George's Terrace, Perth, 10 December 1986",1986,"Stevenson, Kinder & Scott Corporate Photography.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b1898062_1,"323343PD: Carillon Centre, Hay Street entrance to the arcade, Perth, 11 October 1984",1984,"Stevenson, Kinder & Scott Corporate Photography.",,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b1898075_1,"328914PD: Hoyts Cinema 1, interior, City Arcade, Perth, 25 June 1979",1979,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1898365_1,"328922PD: Hoyts 2 & 3 cinemas exterior, Hay Street Mall, Perth, 25 June 1979",1979,"Stevenson, Kinder & Scott Corporate Photography.",,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b1898370_1,"328916PD: Hoyts cinema 2 interior, Wanamba Arcade, Perth, 25 June 1979",1979,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1898380_1,"362524PD: Sheraton Perth Hotel, 11 January 1978",1978,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1898389_1,"328917PD: Hoyts Cinema 1, interior, City Arcade, Perth, 25 June 1979",1979,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1900256_1,"328920PD: Entrance to Hoyts Cinemas 2 & 3 entrance, Wanamba Arcade, Perth, 25 June 1979",1979,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1900260_1,"328921PD: Entrance to Hoyts Cinemas 2 & 3, Wanamba Arcade, Perth, 25 June 1979",1979,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1900264_1,"328915PD: Hoyts Cinema 1 foyer, City Arcade, Perth, 25 June 1979",1979,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1900266_1,"328919PD: Hoyts Cinema 1 ticket office, City Arcade, Perth, 25 June 1979",1979,"Stevenson, Kinder & Scott Corporate Photography.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1908591_1,"108703PD: Women dressed as soldiers in a wedding scene, Perth, 1914-1918",1914,,,,,NA,NA
http://www.slwa.wa.gov.au/images/cof/000853d.jpg,"000853D: Unemployed march along Wellington Street, Perth",1931,,,WELLINGTON STREET,PERTH,-31.954171,115.867067
http://purl.slwa.wa.gov.au/slwa_b1910575_001,Hay St. Perth decorated for the arrival of the Prince of Wales to celebrate the new Western Australian Constitution,1890,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1910621_2,"Proclamation of responsible government, Perth, 1890",1890,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1914897_1,"Members of the Chinese community, Perth, ca. 1930",1930,Illustrations Ltd.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1919051_1,"BA1104/38: Ora Banda landscape from Ora Banda Mine, ca. 1914.",1914,"Shapcott, L. E. (Louis Edward), 1877-1950, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1919810_1,"013381PD: Felton Grimwade & Bickford building including shops of Grose's Hats and Watstons Supply Stores No.6 Branch, 419-423 Wellington Street, Perth, ca.1918",1918,"Illustrations Ltd, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1919899_1,"013016PD: Perth's first escalator at Moores department store, 1929",1929,"Illustrations Ltd., photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1920354_001,"024264PD: John Forrest and his exploring party leaving Perth on horseback, 1874",1874,,,,,NA,NA
http://www.slwa.wa.gov.au/images/pd013/013018PD.jpg,"Orient Line Building, Perth, ca.1930",1930,Illustrations Ltd.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1921405_1,"019841PD: Perth Road Board, 1951",1951,Illustrations Ltd. photographer.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1921481_1,"099576PD: The T&G building, Perth, 1920s",1920,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1921885_1,"242355PD: Aub Melrose (right) preparing to leave Perth to join the Redex Round Australia Reliability Trial, 10 August 1953",1953,"Illustrations Ltd., photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1921905_1,"242329PD: Mechanics watch a demonstration of the wheel and break construction of the new Holden at Sydney Atkonson Motors, Perth, 9 April 1953",1953,Illustrations Ltd. photographer.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1921915_1,"242316PD: A woman sews sacks for the agricultural industry, Perth, 12 March 1953",1953,Illustrations Ltd. photographer.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1921918_1,"242315PD: Two painters on a trestle slung from the roof of a building, Perth, 13 March 1953",1953,Illustrations Ltd. photographer.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1921924_1,"242298PD: Hoskins Engineering & Foundry Ltd, Perth, 18 March 1953",1953,"Illustrations Ltd., photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1921935_1,"242267PD: Waiting to see Quo Vadis at the Metro, William Street, Perth, 19 December 1952",1952,Illustrations Ltd. photographer.,,WILLIAM STREET,PERTH,-31.954203,115.856602
http://purl.slwa.wa.gov.au/slwa_b1921939_1,"242263PD: Staff of Diesel Motors Pty Ltd, Perth, 19 November 1952",1952,Illustrations Ltd. photographer.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1921955_1,"242229PD: Nu-Tred Tyres in Merlin House, 8-10 Milligan Street, Perth, 1952",1952,"Illustrations Ltd., photographer.",10,MILLIGAN STREET,PERTH,-31.950430,115.852800
http://purl.slwa.wa.gov.au/slwa_b1921981_1,"242128PD: Washing bottles at the Emu Brewery, Perth, 17 July 1952",1952,Illustrations Ltd. photographer.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1921983_1,"242124PD: Chefs in the kitchen of the Latin Quarter Restaurant, Perth, 18 June 1952",1952,Illustrations Ltd. photographer.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922006_1,"242060PD: The typing pool at the offices of Co-operative Bulk Handling Limited, Perth, 4 April 1952",1952,"Illustrations Ltd., photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922020_1,"242052PD: Perth College Junior School, 12 March 1952",1952,"Illustrations Ltd., photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922033_1,"242527PD: Conduct Pty Ltd laying cable somewhere in Perth, 24 November 1953",1953,Illustrations Ltd. photographer.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922045_1,"242503PD: H. & R. Bell, Meekatharra truck, 1953",1953,Illustrations Ltd. photographer.,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922048_1,"242477PD: Fred Haag (right) and Norman Hamilton (centre) with their Goliath they are driving in the Redex Around Australia Reliability Trail, in Forrest Place, Perth, 14 October 1953",1953,"Illustrations Ltd., photographer.",,FORREST PLACE,PERTH,-31.952311,115.859617
http://purl.slwa.wa.gov.au/slwa_b1922065_1,"242390PD: Demonstrating a washing machine made in Australia by Servix Universal Laundry Company, Perth, 9 September 1953",1953,"Illustrations Ltd., photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922119_1,"242248PD: Water Supply Union members demonstrate against the Australian National Register Act, Hay Street, Perth, 1939",1939,Illustrations Ltd.. photographer.,,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b1922140_2,"BA533/1: St. George's Terrace, from west from the tower of the Palace Hotel, Perth, 1898",1898,"Pickering, A. photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b1922142_2,"BA533/6: Starting the trams, Hay Street, Perth, W.A., 1899",1899,"Pickering, A. photographer.",,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b1922143_2,"BA533/12: The Pavilion Theatre in Hay St., Perth, 1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b1922144_2,"BA533/13: Prince of Wales Theatre, 258 Murray Street, Perth, 1922?",1922,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922145_2,"BA533/15: Denny Bros. Ltd., 367-371 Murray Street, Perth, ca.1923",1923,"Mitchell, E. L. (Ernest Lund), 1876-1959. photographer.",371,MURRAY STREET,PERTH,-31.953675,115.862715
http://purl.slwa.wa.gov.au/slwa_b1922146_2,"BA533/16: Barker's Buildings, premises of Hatton Physical Culture, Grotto Tea Rooms, Albany Bell Soda Fountain and Birks Dispensing Chemist, 130 William Street, Perth, 1925?",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922147_2,"BA533/19: P. Falk & Co. Ltd. building, 223 Murray Street, Perth, ca.1923",1923,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",223,MURRAY STREET MALL,PERTH,-31.953232,115.858553
http://purl.slwa.wa.gov.au/slwa_b1922148_2,"BA533/20: E. Arundel & Co. Leather Merchants, Manufacturing Saddlers, 101-103 Murray Street, Perth, 1927",1927,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",103,MURRAY STREET,PERTH,-31.954520,115.861700
http://purl.slwa.wa.gov.au/slwa_b1922149_2,"BA533/22: Melrose Theatre, 258 Murray Street, Perth, 1913",1913,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922150_2,"BA533/24: Mortlock Bros. building, premises of Mortlock Bros and Stewarts & Lloyds, 888-890 Hay Street, Perth, 1923?",1923,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",890,HAY STREET,PERTH,-31.951938,115.853162
http://purl.slwa.wa.gov.au/slwa_b1922494_2,"BA533/29: E.S. Wigg & Son Ltd., printers, manufacturing stationers, 667-669 Hay Street, Perth, ca.1920",1920,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",669,HAY STREET,PERTH,-31.954640,115.860269
http://purl.slwa.wa.gov.au/slwa_b1922498_2,"BA533/30: Lyric House, premises of Musgroves Limited, 223 Murray Street, Perth, 1925?",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",223,MURRAY STREET MALL,PERTH,-31.953232,115.858553
http://purl.slwa.wa.gov.au/slwa_b1922694_2,"BA533/64: Felton Grimwade & Bickford building including premises of Grose's Hats, Watsons Supply Store No.6 Branch, 419-423 Wellington Street, Perth, ca.1923",1923,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922695_2,"BA533/66: Dalgety Buildings, Milne & Co, Gordon and Gotch Pty. Ltd., 15-21 William Street, Perth, ca.1919",1919,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",21,WILLIAM STREET,PERTH,-31.954203,115.856602
http://purl.slwa.wa.gov.au/slwa_b1922697_2,"BA533/74: Colonial Mutual Chambers building, St Georges Terrace, Perth, ca.1920",1920,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b1922699_2,"BA533/86: Great Western Hotel, corner of William and James Streets, Perth, ca.1920",1920,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,JAMES STREET,PERTH,-31.950983,115.864016
http://purl.slwa.wa.gov.au/slwa_b1922780_2,"BA533/36: The Economic Stores Ltd, corner of William and Hay Streets, Perth, 1922",1922,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b1922781_2,"BA533/88: Perth Soldiers' Institute, St George's Terrace, Perth, 1918",1918,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b1922784_2,"BA533/92: Offices of H.V. McKay Pty. Ltd., manufacturers of Sunshine Harvesters, 350 Murray Street corner of King Street, Perth, 1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922798_2,"BA533/42: G.R. Brown, tailor and mercer, 83 William Street, Perth, 1922",1922,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",83,WILLIAM STREET,PERTH,-31.954203,115.856602
http://purl.slwa.wa.gov.au/slwa_b1922808_2,"BA533/31: J.W. Barnard Ltd, booksellers & stationers, Lager Saloon Branch No.3 and the Black Cat Tea Rooms, 651-653 Hay Street, Perth, 1921?",1921,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",653,HAY STREET,PERTH,-31.954640,115.860269
http://purl.slwa.wa.gov.au/slwa_b1922859_2,"BA533/103: Murray Street looking east from Milligan Street, Perth, ca.1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,MURRAY STREET,PERTH,-31.953675,115.862715
http://purl.slwa.wa.gov.au/slwa_b1922867_2,"BA533/109: Horse and cart transporting seven ton steel girder in Newcastle Street, Perth for construction of the Melrose Theatre, May 1922",1922,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,NEWCASTLE STREET,PERTH,-31.948760,115.866298
http://purl.slwa.wa.gov.au/slwa_b1922870_2,"BA533/112: University of Western Australia corner of St George's Terrace and Irwin Street, Perth, 1920",1920,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,STIRLING HIGHWAY,CRAWLEY,-31.980068,115.818820
http://purl.slwa.wa.gov.au/slwa_b1922881_2,"BA533/119: Esplanade Mansions, Bazaar Terrace, Perth, 1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922950_2,"BA533/125: View over the suburb of Subiaco and part of the Perth Children's Hospital (at left) from the tower of Perth Modern School, 1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922956_2,"BA533/127: The American Millinery Parlour, Mdme Bessie Simmons, Bairds Arcade, Perth, 1918?",1918,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922969_2,"BA533/128: Corsets on display at the Direct Supply Company (Miss A. Kyle, corset specialist), Bairds Arcade, Perth, 1918?",1918,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1922978_2,"BA533/129: W.F.S. Bardon, rubber specialist and motor accessories, 842 Hay Street, Perth, 1918?",1918,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",842,HAY STREET,PERTH,-31.952360,115.854480
http://purl.slwa.wa.gov.au/slwa_b1923037_2,"BA533/130: Baker's Motor Body Works, 969 Hay Street, Perth, 1915. Samuel Baker is probably the man wearing the hat at centre",1915,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",969,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b1923045_2,"BA533/131: House of Brennan, Brennan Bros store at 706-710 Hay Street, Perth, ca.1918",1918,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",710,HAY STREET,PERTH,-31.954640,115.860269
http://purl.slwa.wa.gov.au/slwa_b1923071_2,"BA533/132: Anderson Bros., butchers at 129 Barrack Street, Perth, 1918?",1918,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",129,BARRACK STREET,PERTH,-31.952850,115.860870
http://purl.slwa.wa.gov.au/slwa_b1923080_2,"BA533/133: White's Shoe Store, 676 Hay Street, Perth, 1919",1919,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",676,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b1923084_2,"BA533/134: Whybrow & Co. Pty. Ltd. shoe manufacturers, 34 King Street, Perth, 1915?",1915,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",34,KING STREET,PERTH,-31.952430,115.855152
http://purl.slwa.wa.gov.au/slwa_b1923291_2,"BA533/48: Unbehaun & Johnstone Ltd., service station, 404 Murray Street, Perth, ca.1920",1920,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1923295_2,"BA533/53: The Savoy Hotel and Barton's Ltd, drapers, Hay Street, Perth, 1921?",1921,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b1923297_2,"BA533/54: The Stock Exchange Buildings, 49 St Georges Tce, Perth, 1913. Houses the Perth Stock Exchange and the Commonwealth Bank as well as other businesses, 1913",1913,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",49,ST GEORGES TERRACE,PERTH,-31.955813,115.858714
http://purl.slwa.wa.gov.au/slwa_b1923315_2,"BA533/159: Dairy Farmers Cooperative Ltd. milk depot and butter factory, Stuart St, Perth, 1926?",1926,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1923316_3,"BA533/160: Peter & Moir, plumbers and ironworkers, 470 William Street, Perth, 1927?",1927,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",470,WILLIAM STREET,PERTH,-31.941530,115.863720
http://purl.slwa.wa.gov.au/slwa_b1923329_3,"BA533/161: Tindale, Modeller for ornamental ceilings, 875 Wellington Street, Perth, 1923?",1923,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",875,WELLINGTON STREET,WEST PERTH,-31.947810,115.846290
http://purl.slwa.wa.gov.au/slwa_b1923330_2,"BA533/63: Alex Trouchet Chemist, Branch No. 2, corner Newcastle and William St, Perth, 1918",1918,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,WILLIAM STREET,PERTH,-31.954203,115.856602
http://purl.slwa.wa.gov.au/slwa_b1923333_2,"BA533/168: The Perth Tannery, 257 Aberdeen Street, Perth, 1916",1916,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",257,ABERDEEN STREET,PERTH,-31.949986,115.865956
http://purl.slwa.wa.gov.au/slwa_b1923335_2,"BA533/174: Young Australia League Headquarters, 45 Murray Street, Perth under construction, 1924",1924,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",45,MURRAY STREET,PERTH,-31.954835,115.863812
http://purl.slwa.wa.gov.au/slwa_b1923340_2,"BA533/61: Sheffield House premises of Levinson & Sons, Opticians, 713 Hay Street, Perth, 1926?",1926,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",713,HAY STREET,PERTH,-31.954640,115.860269
http://purl.slwa.wa.gov.au/slwa_b1923344_2,"BA533/43: Corden House, 429-433 Murray St Perth, premises of J.S. Corden & Co. and R.H. Brearley Indent Agent and importer, 1925?",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1923345_2,"BA533/44: Drew Robinson & Co. warehouse, 371 Murray Street, Perth, 1923",1923,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",371,MURRAY STREET,PERTH,-31.953675,115.862715
http://purl.slwa.wa.gov.au/slwa_b1923348_2,"BA533/215: Perth City Baths, 1899?",1899,"Pickering, A. photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1923496_2,"BA533/45: Goode Durrant & Co. Ltd in temporary accommodation at the old George Wills & Co. building, 361-365 Murray Street, Perth, 1927",1927,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",365,MURRAY STREET,PERTH,-31.951860,115.854740
http://purl.slwa.wa.gov.au/slwa_b1923532_2,"BA533/47: Perth Auto Electric Co., 875 Hay St, Perth, 1923?",1923,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",875,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b1923967_1,"6923B/191: Stereograph of Claise Brook, Perth, 1861",1861,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://www.slwa.wa.gov.au/images/museum/001328d.jpg,"Queens Gardens, Perth, 1920",1920,Lafayette Studios.,,HAY STREET,EAST PERTH,-31.957640,115.875600
http://purl.slwa.wa.gov.au/slwa_b1924027_1,"6909B/22: Perth from Mt Eliza, Lizzie (Elizabeth) Hardey at right, 1864-1868",1864,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1924051_2,"BA533/384: Lobby of the Prince of Wales Theatre, Perth, 1922",1922,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1924057_2,"BA533/385: Lobby and bar at Prince of Wales Theatre, Perth, 1922",1922,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b1924062_2,"BA533/389: The City of Perth Council Chamber, Murray Street Perth, 1925",1925,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,MURRAY STREET,PERTH,-31.953675,115.862715
http://purl.slwa.wa.gov.au/slwa_b1924067_2,"BA533/391: The main office in the new building of the West Australian Trustee Executor & Agency Co. Ltd., 135 St George's Terrace, Perth, 1924",1924,"Mitchell, E. L. (Ernest Lund), 1876-1959, photographer.",,BRADFORD STREET,MOUNT LAWLEY,-31.919085,115.869006
