url,comment,year,photographer,number,road,suburb,lat,lon
http://purl.slwa.wa.gov.au/slwa_b4020102_1,"143153PD: City Arcade overpass, Murray Street, Perth, late 1970",1970,"Sayers, Reg, photographer.",,MURRAY STREET,PERTH,-31.953675,115.862715
http://purl.slwa.wa.gov.au/slwa_b4020103_1,"143154PD: Murray Street, Perth west from Barrack Street, 28 February 1971",1971,"Sayers, Reg, photographer.",,MURRAY STREET,PERTH,-31.953675,115.862715
http://purl.slwa.wa.gov.au/slwa_b4020104_1,"143155PD: Stirling Gardens gate, Barrack Street, Perth, ca. 1971",1971,"Sayers, Reg, photographer.",,BARRACK STREET,PERTH,-31.955371,115.859669
http://purl.slwa.wa.gov.au/slwa_b4020105_1,143156PD: Observatory Hill from South Perthm ca. 1971,1971,"Sayers, Reg, photographer.",,HILL STREET,PERTH,-31.959298,115.867486
http://purl.slwa.wa.gov.au/slwa_b4020108_1,"143159PD: Land Titles Office and the Perth Town Hall, west on Hay Street, ca. 1971",1971,"Sayers, Reg, photographer.",,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b4020109_1,"143160PD: Perth from the Mends Street Jetty, ca. 1971",1971,"Sayers, Reg, photographer.",,MENDS STREET,SOUTH PERTH,-31.973470,115.851440
http://purl.slwa.wa.gov.au/slwa_b4020110_1,"143161PD: Stirling Gardens, Perth, ca. 1971",1971,"Sayers, Reg, photographer.",,STIRLING STREET,PERTH,-31.942220,115.869431
http://purl.slwa.wa.gov.au/slwa_b4020112_1,"143163PD: Sheraton Hotel, Adelaide Terrace, Perth, ca. 1971",1971,"Sayers, Reg, photographer.",,ADELAIDE TERRACE,PERTH,-31.958912,115.867655
http://purl.slwa.wa.gov.au/slwa_b4020113_1,"143164PD: The forecourt of Mount Newman House, 200 St Georges Terrace, Perth, ca. 1972",1972,"Sayers, Reg, photographer.",200,ST GEORGES TERRACE,PERTH,-31.952997,115.853283
http://purl.slwa.wa.gov.au/slwa_b4020115_1,"143175PD: Steps up to Burt Memorial Hall and the south door of St George's Cathedral, Perth, ca. 1971",1971,"Sayers, Reg, photographer.",,ST GEORGES TERRACE,PERTH,-31.955861,115.861284
http://purl.slwa.wa.gov.au/slwa_b4020217_1,"143176PD: City Arcade overpass, Murray Street, Perth, 1973",1973,"Sayers, Reg, photographer.",,MURRAY STREET,PERTH,-31.953675,115.862715
http://purl.slwa.wa.gov.au/slwa_b4020217_2,"143179PD: City Arcade overpass, Murray Street, Perth, 1973",1973,"Sayers, Reg, photographer.",,MURRAY STREET,PERTH,-31.953675,115.862715
http://purl.slwa.wa.gov.au/slwa_b4020218_1,"143177PD: The ABC studios and the Sheraton Hotel, Adelaide Terrace, Perth, ca. 1973",1973,"Sayers, Reg, photographer.",,ADELAIDE TERRACE,PERTH,-31.958912,115.867655
http://purl.slwa.wa.gov.au/slwa_b4020219_1,"143178PD: Hill Street, Perth south from Hay Street to the Sheraton Hotel, ca. 1973",1973,"Sayers, Reg, photographer.",,HILL STREET,PERTH,-31.959298,115.867486
http://purl.slwa.wa.gov.au/slwa_b4020220_1,"143180PD: Twenty First Festival of Perth banners in St Georges Terrace, Perth, 1972",1972,"Sayers, Reg, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4020220_2,"143181PD: Twenty First Festival of Perth banners in St Georges Terrace, Perth, 1972",1972,"Sayers, Reg, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4020220_3,"143182PD: Twenty First Festival of Perth banners in St Georges Terrace, Perth, 1972",1972,"Sayers, Reg, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4020223_1,"143189PD: Forrest Place, Perth, the south east side, ca. 1972",1972,"Sayers, Reg, photographer.",,FORREST PLACE,PERTH,-31.952311,115.859617
http://purl.slwa.wa.gov.au/slwa_b4020223_2,"143194PD: Forrest Place, Perth, the south east side, ca. 1972. Virginias Dress Shop, Burnells Radio Centre and escalators up to the City Arcade Overpass",1972,"Sayers, Reg, photographer.",,FORREST PLACE,PERTH,-31.952311,115.859617
http://purl.slwa.wa.gov.au/slwa_b4020224_1,"143190PD: Hay Street Mall, Perth, ca. 1972",1972,"Sayers, Reg, photographer.",,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b4020224_2,"143191PD: Hay Street Mall, Perth, ca. 1972",1972,"Sayers, Reg, photographer.",,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b4020224_3,"143192PD: Hay Street Mall, Perth, ca. 1972",1972,"Sayers, Reg, photographer.",,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b4020224_4,"143193PD: Hay Street Mall, Perth, ca. 1972",1972,"Sayers, Reg, photographer.",,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b4020224_5,"143198PD: Hay Street Mall, Perth, ca. 1972",1972,"Sayers, Reg, photographer.",,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b4020225_1,"143195PD: The Deanery, St Georges Terrace, Perth, 1973",1973,"Sayers, Reg, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4020225_2,"143202PD: The Deanery, St Georges Terrace, Perth, 1973",1973,"Sayers, Reg, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4020226_1,"143196PD: St. Andrew's Church, Adelaide Terrace, Perth, ca. 1973",1973,"Sayers, Reg, photographer.",,ADELAIDE TERRACE,PERTH,-31.958912,115.867655
http://purl.slwa.wa.gov.au/slwa_b4020227_1,"143197PD: St Georges Terrace and Irwin Street intersection, Perth, ca. 1973",1973,"Sayers, Reg, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4020228_1,"143199PD: Supreme Court, Perth, ca. 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020229_1,"143200PD: Interior of St George's Cathedral, Perth, ca. 1973",1973,"Sayers, Reg, photographer.",,ST GEORGES TERRACE,PERTH,-31.955861,115.861284
http://purl.slwa.wa.gov.au/slwa_b4020229_2,"143201PD: Interior of St George's Cathedral, Perth, ca. 1973",1973,"Sayers, Reg, photographer.",,ST GEORGES TERRACE,PERTH,-31.955861,115.861284
http://purl.slwa.wa.gov.au/slwa_b4020230_1,"143203PD: Cleaning the pond in Stirling Gardens, Perth, ca. 1973",1973,"Sayers, Reg, photographer.",,STIRLING STREET,PERTH,-31.942220,115.869431
http://purl.slwa.wa.gov.au/slwa_b4020239_1,"143206PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_2,"143207PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_3,"143208PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_4,"143209PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_5,"143210PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_6,"143211PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_7,"143212PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_8,"143213PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_9,"143214PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_10,"143215PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_11,"143216PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_12,"143217PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_13,"143218PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_14,"143219PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_15,"143220PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_16,"143221PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020239_17,"143222PD: Perth Concert Hall opening day, 26 January 1973",1973,"Sayers, Reg, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4020240_1,"143223PD: Perth from Kings Park, ca. 1973",1973,"Sayers, Reg, photographer.",,FRASER AVENUE,PERTH,-31.954272,115.844307
http://purl.slwa.wa.gov.au/slwa_b4020243_1,"143224PD: South Perth from Kings Park, ca. 1973",1973,"Sayers, Reg, photographer.",,FRASER AVENUE,PERTH,-31.954272,115.844307
http://purl.slwa.wa.gov.au/slwa_b4020243_2,"143225PD: South Perth from Kings Park, ca. 1973",1973,"Sayers, Reg, photographer.",,FRASER AVENUE,PERTH,-31.954272,115.844307
http://purl.slwa.wa.gov.au/slwa_b4020246_1,"143228PD: Paddington Hotel, Hay Street, Perth, ca. 1973",1973,"Sayers, Reg, photographer.",,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b4028056_1,"BA672/1: The 10th Light Horse Regiment parades through Hay Street, Perth, 1914-1918",1914,,,HAY STREET,PERTH,-31.955438,115.862428
http://purl.slwa.wa.gov.au/slwa_b4056543_1,"BA1340/ERA3/87A: Gladys Vincent (left) and Dora Quinn with Mrs Powell in Perth after leaving Mt Margaret Mission for missionary training, 1945",1945,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4056573_1,"BA1340/ERA3/96A: Ben Mason OBE, Mrs Mysie Schenk BEM, and May OBrien (Miller) BEM, Government House, Perth, 31 December 1977",1977,,,ST GEORGES TERRACE,PERTH,-31.957597,115.862252
http://purl.slwa.wa.gov.au/slwa_b4056573_3,"BA1340/ERA5/55C1: Investiture of Ben Mason OBE, Mrs Mysie Schenk BEM, and May OBrien (Miller) BEM, Government House, Perth, 31 December 1977",1977,,,ST GEORGES TERRACE,PERTH,-31.957597,115.862252
http://purl.slwa.wa.gov.au/slwa_b4056573_4,"BA1340/ERA5/55C2: Investiture of Ben Mason OBE, Mrs Mysie Schenk BEM, and May OBrien (Miller) BEM, Government House, Perth, 31 December 1977",1977,,,ST GEORGES TERRACE,PERTH,-31.957597,115.862252
http://purl.slwa.wa.gov.au/slwa_b4065551_1,"BA2625/37: A.R. Priestly winning the Blue Ribbon Cycling race Beverley to Perth, 1947",1924,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4065551_2,"BA2625/38: A.R. Priestly and others at the start of a race, 1948",1924,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4065551_3,"BA2625/39: James Samuel Priestly (father of A.R.) winner of the Golden Mile Handicap, 1904",1924,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4066096_1,"BA1340/ERA6/50G: L-R: May O'Brien with Keith and Margaret Morgan in Kings Park, Perth, ca.1989",1989,,,FRASER AVENUE,PERTH,-31.954272,115.844307
http://purl.slwa.wa.gov.au/slwa_b4068584_1,"086060PD: Beryl Bynder, August 1959",1959,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4085596_1,SS Perthshire.,,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b3012551_92,view the album,,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4085721_1,"145133PD: L-R: Bessie Tucker, Kathie Tucker, Doris Thomas in Kings Park, Perth, ca.1965",1965,,,FRASER AVENUE,PERTH,-31.954272,115.844307
http://purl.slwa.wa.gov.au/slwa_b4105331_1,"Pi performing at Scale Variable '04, Perth Concert Hall, 2004.",2004,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4105333_1,"Jessica Ipkendanz while Pi performing at Scale Variable '04, Perth Concert Hall, 2004.",2004,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4105335_1,"Paul Tanner performing with Pi at Scale Variable '04, Perth Concert Hall, 2004.",2004,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4105338_1,"David Pye playing tubular bells while performing with Pi at Scale Variable '04, Perth Concert Hall, 2004.",2004,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4105340_1,"David Pye addressing the audience during performance of Pi at Scale Variable '04, Perth Concert Hall, 2004.",2004,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4105342_1,"Graeme Blevins and Genevieve Wilkins performing with Pi at Scale Variable '04, Perth Concert Hall, 2004.",2004,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4107594_1,"BA2649/1: Diver Giant sleeping and being watered by liveried assistants Lilliputians, Perth Railway Station, 13/2/15",2015,"Jones, Jane, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4107594_2,"BA2649/2: View from State Library of WA, 4th floor, of Diver Giant on Wellington St towards William Street, 14/2/15",2015,"Jones, Jane, photographer.",,FRANCIS STREET,PERTH,-31.949778,115.860844
http://purl.slwa.wa.gov.au/slwa_b4107594_3,"BA2649/3: View from State Library of WA, 4th floor, of Diver Giant on corner Wellington St & William Street, 14/2/15",2015,"Jones, Jane, photographer.",,FRANCIS STREET,PERTH,-31.949778,115.860844
http://purl.slwa.wa.gov.au/slwa_b4107594_4,"BA2649/4: View from State Library of WA, 4th floor, of Diver Giant being hoisted over Wellington Street footbridge behind Forrest Chase carpark , 14/2/15",2015,"Jones, Jane, photographer.",,FRANCIS STREET,PERTH,-31.949778,115.860844
http://purl.slwa.wa.gov.au/slwa_b4108662_1,"BA2651/1: Diver Giant waits to be woken near the Horseshoe Bridge, 13/2/15.",2015,"De Haer, Pat, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4108662_2,"BA2651/2: Didgeridoo played whilst Diver Giant awaits to be woken near Horseshoe Bridge, 13/2/15",2015,"De Haer, Pat, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4108662_3,"BA2651/3: Little Girl Giant giving rides to children in Weld Square, 14/2/15.",2015,"De Haer, Pat, photographer.",,WELD AVENUE,PERTH,-31.945220,115.859670
http://purl.slwa.wa.gov.au/slwa_b4108662_4,"BA2651/4: Little Girl Giant on her scooter in Francis Street, 14/2/15",2015,"De Haer, Pat, photographer.",,FRANCIS STREET,PERTH,-31.948834,115.862252
http://purl.slwa.wa.gov.au/slwa_b4164466_1,"6923B/2: Perth from Mt Eliza, 1860",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4164467_1,"6923B/3: St Georges Terrace, Perth, July 1862. Looking west from near Barrack Street",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4164468_1,"6923B/4: Mrs Dickson's store, corner of Howick (later Hay) and Pier Streets, Perth, ca.1860",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,PIER STREET,PERTH,-31.952429,115.862878
http://purl.slwa.wa.gov.au/slwa_b4164469_1,"6923B/5: Perth Boys' School, ca.1860",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4164470_1,"6923B/6: Wesleyan Chapel & School, Perth, ca.1860",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4164480_1,"6923B/7: Strawberry Hill, residence of A.P. Burt, Chief Justice of the Supreme Court, Adelaide Terrace, Perth, 1862",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,ADELAIDE TERRACE,PERTH,-31.958912,115.867655
http://purl.slwa.wa.gov.au/slwa_b4164694_1,"6923B/12: Bishop Hale's School, St Georges Terrace, Perth, 1860",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4164698_1,"6923B/13: Government House under construction, Perth, 1862",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957597,115.862252
http://purl.slwa.wa.gov.au/slwa_b4164698_2,"6923B/14: Government House under construction, Perth, 1862",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957597,115.862252
http://purl.slwa.wa.gov.au/slwa_b4164706_1,"6923B/15: The Deanery, corner St Georges Terrace and Pier Street, Perth, 1861-1862. To its left is the original army barracks designed by Reveley, St Georges Church can be seen behind",1861,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4164706_2,"6923B/49: The Deanery, corner St Georges Terrace and Pier Street, Perth, 1861-1862. To its left is the original army barracks designed by Reveley, St Georges Church can be seen behind",1861,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4164742_1,"6923B/16: View from Perth Hospital across derelict property to Government House (the white classical style building at left) and the new Government House under construction, 1861",1861,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957597,115.862252
http://purl.slwa.wa.gov.au/slwa_b4164743_1,"6923B/17: Government House, Perth, 1861",1861,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957597,115.862252
http://purl.slwa.wa.gov.au/slwa_b4164753_1,"6923B/21: Perth Water, ca.1860",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4164754_1,"6923B/22: View across Perth Water to The Narrows between Mill Point and Mt Eliza, ca.1860",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,MILL POINT ROAD,SOUTH PERTH,-31.966790,115.848420
http://purl.slwa.wa.gov.au/slwa_b4167024_1,"6923B/25: Left-right: Youar and Daakin, Perth, 1860-1868",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4167025_1,"6923B/26: Daakin, Perth, 1860-1868",1866,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4167513_1,"6923B/27: St George's Cathedral, sometimes named St George's Church, Perth, 1860",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.955861,115.861284
http://purl.slwa.wa.gov.au/slwa_b4167592_1,"6923B/28: St Georges Terrace, Perth west from Pier Street, 1862",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4167619_1,"6923B/39: Annual picnic held by the united Sunday Schools of Perth (Anglican and Methodist) in the grounds of Government House, Perth, 19 February 1862",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957597,115.862252
http://purl.slwa.wa.gov.au/slwa_b4167619_2,"6923B/73: Annual picnic held by the united Sunday Schools of Perth (Anglican and Methodist) in the grounds of Government House, Perth, 19 February 1862",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957597,115.862252
http://purl.slwa.wa.gov.au/slwa_b4167623_1,"6923B/40: Perth Water with Mill Point in the background from Perth, ca.1862",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,MILL POINT ROAD,SOUTH PERTH,-31.966790,115.848420
http://purl.slwa.wa.gov.au/slwa_b4167650_1,"6923B/48: Government House under construction seen from the verandah of Alpha Cottage, St Georges Terrace, Perth, 1862?",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957597,115.862252
http://purl.slwa.wa.gov.au/slwa_b4167653_1,"6923B/50: Back of The Deanery, Perth, 1861",1861,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4167656_1,"6923B/51: Government Offices, St Georges Terrace, Perth, 1860",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4167657_1,"6923B/52: Home of William Harris, corner of St Georges Terrace and Pier Street, Perth, 1860",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4167658_1,"6923B/54: Perth Hospital and the Perth Cedar, 1868?",1868,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4167661_1,"6923B/57: Mona Cottage, corner Hay and Irwin Streets, Perth, 1861. Home of the Helms family",1861,"Stone, Alfred Hawes, 1801-1873, photographer.",,IRWIN STREET,PERTH,-31.955980,115.863582
http://purl.slwa.wa.gov.au/slwa_b4167661_2,"6923B/58: Mona Cottage, corner Hay and Irwin Streets, Perth, 1861. Probably Thomas Helms waving to the camera",1861,"Stone, Alfred Hawes, 1801-1873, photographer.",,IRWIN STREET,PERTH,-31.955980,115.863582
http://purl.slwa.wa.gov.au/slwa_b4167662_1,"6923B/60: Mona Cottage, on Irwin Street corner of Hay Street, Perth, 1859. The man is probably Thomas Helms",1859,"Stone, Alfred Hawes, 1801-1873, photographer.",,IRWIN STREET,PERTH,-31.955980,115.863582
http://purl.slwa.wa.gov.au/slwa_b4167663_1,"6923B/59: Perth Gaol, 1861. Taken from the corner of Murray and Pier Streets",1861,"Stone, Alfred Hawes, 1801-1873, photographer.",,PIER STREET,PERTH,-31.952429,115.862878
http://purl.slwa.wa.gov.au/slwa_b4167664_1,"6923B/61: Northern section of Perth from the back of Perth Hospital, 1861?",1861,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4167665_1,"6923B/62: Murray Street west across Irwin Street to the city of Perth from the hospital, 1861?",1861,"Stone, Alfred Hawes, 1801-1873, photographer.",,MURRAY STREET,PERTH,-31.953675,115.862715
http://purl.slwa.wa.gov.au/slwa_b4167678_1,"6923B/70: Adelaide Terrace, Perth, east end, 1860?",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,ADELAIDE TERRACE,PERTH,-31.958912,115.867655
http://purl.slwa.wa.gov.au/slwa_b4167680_1,"6923B/72: Rear view of St. George's Cathedral, Perth, 1860",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.955861,115.861284
http://purl.slwa.wa.gov.au/slwa_b4167681_1,"6923B/74: View from Perth Hospital across derelict property to the old Government House and the new Government House under construction, 1862",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957597,115.862252
http://purl.slwa.wa.gov.au/slwa_b4167683_1,"6923B/76: Bishop's Palace, Hay Street, Perth from the back yard of Alpha Cottage in St Georges Terrace, 1862?",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4167687_1,"6923B/77: St John's Pro-Cathedral and the Convent of Mercy, Howick Street, Perth, 1862? Howick Street (later Hay Street) east from just before Victoria Avenue",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,VICTORIA AVENUE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4167690_1,"6923B/80: St John's Pro-Cathedral, the Convent of Mercy and the girls' school viewed from Lord St (later Victoria Ave) across Howick St (later Hay St), 1862?",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,VICTORIA AVENUE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4169074_1,"016488PD: Arthur A. Gregory (right), sales manager for Fox Films Corp. (Australasia) visiting Perth, 1927",1927,,,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4169086_1,"6923B/79: The Convent of Mercy in Howick Street (later Hay St) from the back of Alpha Cottage in St Georges Terrace, Perth, 1862?",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4169088_1,"6923B/81: Perth Hospital, 1832",1862,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4169098_1,"6923B/83: Left-right: King Street, Walter Padbury's home (Lot G7 St Georges Tce), unknown, the Western Australian Bank, Col. John Bruce's home, ca.1863",1863,"Stone, Alfred Hawes, 1801-1873, photographer.",7,ST GEORGES TERRACE,PERTH,-31.958165,115.863759
http://purl.slwa.wa.gov.au/slwa_b4169104_1,"6923B/84: Home of Mrs Mary Ann Purkis, St Georges Terrace, Perth, 1863?",1863,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4169108_1,"6923B/87: Red gum near Perth, 1863?",1863,"Stone, Alfred Hawes, 1801-1873, photographer.",,,,NA,NA
http://purl.slwa.wa.gov.au/slwa_b4170389_1,"6923B/88: The back of A.H. Stone's home Alpha Cottage in St Georges Terrace, Perth, 1863",1863,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4170449_1,"6923B/92: Alpha Cottage, home of A.H. Stone, St Georges Terrace, Perth, 1860",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4170451_1,"6923B/93: Back of Dale Cottage built for Ensign Robert Dale on St Georges Terrace, Perth, 1860?",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4170451_2,"6923B/94: Back of Dale Cottage built for Ensign Robert Dale on St Georges Terrace, Perth, 1860?",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
http://purl.slwa.wa.gov.au/slwa_b4170452_1,"6923B/95: Sir Alex Campbell Onslow's residence, St Georges Terrace, Perth, 1860?",1860,"Stone, Alfred Hawes, 1801-1873, photographer.",,ST GEORGES TERRACE,PERTH,-31.957116,115.865318
